Player,PlayerID,F-M,F-A,F%,IS-M,IS-A,IS%,MR-M,MR-A,MR%,3P-M,3P-A,3P%,DR-M,DR-A,DR%
Terry,192999,36,48,0.75,8,17,0.47,27,70,0.39,63,220,0.29,38,95,0.40
Mills,198121,8,9,0.89,2,3,0.67,9,19,0.47,20,71,0.28,4,11,0.36
Woodruff,194100,1,2,0.50,24,44,0.55,4,7,0.57,5,22,0.23,1,1,1.00
Freeman,190039,3,4,0.75,65,133,0.49,10,33,0.30,9,31,0.29,3,8,0.38
Whitehead,187630,11,13,0.85,28,59,0.47,27,72,0.38,1,1,1.00,11,25,0.44
Sung,205616,30,34,0.88,14,34,0.41,28,63,0.44,62,223,0.28,23,44,0.52
Jaeger,201677,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Oliver,200819,0,0,0.00,3,9,0.33,3,6,0.50,1,6,0.17,0,0,0.00
Byrd,190855,8,10,0.80,178,285,0.62,6,17,0.35,1,2,0.50,21,53,0.40
Marino,197108,9,13,0.69,50,103,0.49,47,95,0.49,82,228,0.36,28,67,0.42
Gallo,191633,48,61,0.79,63,114,0.55,34,91,0.37,1,9,0.11,111,243,0.46
Ridgeway,190936,7,10,0.70,140,265,0.53,59,121,0.49,10,25,0.40,26,43,0.60
Camp,201172,14,18,0.78,7,20,0.35,9,30,0.30,32,99,0.32,7,17,0.41
Schaefer,191642,38,50,0.76,22,47,0.47,54,127,0.43,103,286,0.36,102,199,0.51
Donald,193765,1,2,0.50,0,0,0.00,0,2,0.00,1,7,0.14,1,1,1.00
Bryant,193230,0,0,0.00,1,2,0.50,0,2,0.00,1,1,1.00,0,0,0.00
Rivers,189129,16,20,0.80,3,10,0.30,5,26,0.19,9,33,0.27,41,55,0.75
Russo,188086,0,0,0.00,18,34,0.53,14,39,0.36,20,70,0.29,2,7,0.29
Graham,197174,0,2,0.00,47,103,0.46,2,8,0.25,3,8,0.38,21,41,0.51
Cook,198280,0,0,0.00,0,1,0.00,1,2,0.50,3,5,0.60,0,0,0.00
McNally,188414,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
McClung,191100,9,12,0.75,40,83,0.48,59,155,0.38,54,184,0.29,29,70,0.41
Manning,188332,19,27,0.70,125,221,0.57,6,17,0.35,0,2,0.00,63,128,0.49
Hiller,198019,1,1,1.00,96,182,0.53,8,25,0.32,10,23,0.43,4,11,0.36
Colson,190311,28,38,0.74,31,64,0.48,46,109,0.42,136,372,0.37,20,30,0.67
Crawford,190527,68,98,0.69,17,26,0.65,72,175,0.41,48,128,0.38,284,590,0.48
Vitols,203514,0,1,0.00,5,6,0.83,0,0,0.00,0,0,0.00,1,1,1.00
Hatfield,203060,1,1,1.00,0,1,0.00,0,3,0.00,1,3,0.33,1,2,0.50
Shepherd,202199,7,10,0.70,4,10,0.40,15,35,0.43,7,40,0.17,8,22,0.36
Bates,202038,0,0,0.00,32,66,0.48,4,12,0.33,1,8,0.12,3,7,0.43
Hamm,195999,24,28,0.86,51,97,0.53,39,95,0.41,21,76,0.28,83,162,0.51
Moss,195580,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Baker,203790,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Bell,187656,22,32,0.69,86,142,0.61,46,95,0.48,64,164,0.39,72,158,0.46
Weber,188752,8,13,0.62,208,326,0.64,7,17,0.41,2,3,0.67,34,55,0.62
Hale,190173,1,8,0.12,235,417,0.56,7,16,0.44,1,2,0.50,30,58,0.52
Willard,184441,43,62,0.69,24,41,0.59,37,81,0.46,38,115,0.33,80,169,0.47
Chacon,193937,56,78,0.72,14,29,0.48,50,138,0.36,48,157,0.31,199,410,0.49
Greer,197648,4,6,0.67,4,5,0.80,3,9,0.33,7,22,0.32,1,4,0.25
Hargreaves,213546,5,5,1.00,19,39,0.49,22,54,0.41,36,125,0.29,11,20,0.55
Rizzi,200778,1,4,0.25,33,76,0.43,1,3,0.33,0,1,0.00,13,20,0.65
Waugh,210338,0,1,0.00,2,8,0.25,1,10,0.10,8,19,0.42,1,1,1.00
Williams,187920,4,5,0.80,65,120,0.54,60,128,0.47,57,190,0.30,11,25,0.44
Welch,188456,5,5,1.00,148,280,0.53,19,39,0.49,7,27,0.26,13,28,0.46
Ahrens,188353,3,4,0.75,136,260,0.52,3,10,0.30,1,2,0.50,10,20,0.50
Costantini,189696,56,64,0.88,19,33,0.58,45,124,0.36,69,193,0.36,76,152,0.50
Baggio,188111,25,30,0.83,18,32,0.56,32,78,0.41,47,138,0.34,40,100,0.40
Swift,194126,0,0,0.00,26,58,0.45,13,31,0.42,17,51,0.33,8,19,0.42
McCall,194070,7,8,0.88,44,95,0.46,4,8,0.50,0,0,0.00,23,46,0.50
Ward,191373,4,6,0.67,20,44,0.45,15,43,0.35,40,120,0.33,15,32,0.47
Landis,191298,11,16,0.69,5,12,0.42,7,18,0.39,37,116,0.32,17,29,0.59
Sorensen,188379,6,8,0.75,9,13,0.69,13,35,0.37,22,64,0.34,22,51,0.43
Reid,200705,1,1,1.00,4,5,0.80,0,2,0.00,2,6,0.33,1,2,0.50
Belotti,197027,1,1,1.00,0,0,0.00,0,1,0.00,1,4,0.25,0,1,0.00
McMillan,200264,0,0,0.00,1,2,0.50,0,0,0.00,0,0,0.00,1,2,0.50
Hawk,200936,0,0,0.00,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00
Richardson,195118,5,8,0.62,98,179,0.55,42,99,0.42,42,125,0.34,16,25,0.64
Lucas,198742,0,1,0.00,179,318,0.56,38,81,0.47,19,46,0.41,9,16,0.56
Ikpeazu,214446,0,0,0.00,69,126,0.55,20,39,0.51,5,16,0.31,3,11,0.27
Hammond,189013,55,80,0.69,17,36,0.47,63,161,0.39,70,196,0.36,178,370,0.48
Pittman,194548,30,41,0.73,19,30,0.63,43,102,0.42,74,221,0.33,93,199,0.47
Smart,198513,1,1,1.00,0,0,0.00,3,4,0.75,5,9,0.56,1,3,0.33
Stacy,195094,2,5,0.40,13,18,0.72,7,14,0.50,8,18,0.44,7,18,0.39
Rutledge,193747,2,3,0.67,63,111,0.57,5,19,0.26,8,25,0.32,5,11,0.45
Cohn,190464,20,27,0.74,7,20,0.35,25,61,0.41,26,55,0.47,33,69,0.48
Schwartz,199413,1,2,0.50,0,0,0.00,1,6,0.17,0,4,0.00,2,2,1.00
Barbieri,200097,0,0,0.00,2,2,1.00,1,1,1.00,0,0,0.00,0,0,0.00
Stephenson,196878,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Wright,189174,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Winter,194704,8,10,0.80,103,156,0.66,50,103,0.49,58,175,0.33,13,25,0.52
McCloskey,199694,0,1,0.00,177,279,0.63,11,20,0.55,10,20,0.50,1,7,0.14
Garza,196501,0,0,0.00,196,320,0.61,2,7,0.29,0,0,0.00,2,6,0.33
Vitale,192638,50,68,0.74,36,55,0.65,50,119,0.42,57,196,0.29,97,227,0.43
Murray,185403,91,131,0.69,14,23,0.61,83,202,0.41,83,199,0.42,353,673,0.52
Jewell,187450,37,45,0.82,16,29,0.55,33,70,0.47,54,152,0.36,74,150,0.49
Church,196373,6,7,0.86,4,6,0.67,9,15,0.60,13,34,0.38,3,13,0.23
Krueger,195304,2,3,0.67,31,59,0.53,7,19,0.37,19,57,0.33,3,7,0.43
McMullin,193119,2,2,1.00,132,225,0.59,11,19,0.58,9,29,0.31,5,16,0.31
Kohn,191013,1,3,0.33,0,0,0.00,2,3,0.67,0,0,0.00,4,6,0.67
Davis,188307,9,16,0.56,75,127,0.59,61,158,0.39,1,12,0.08,18,32,0.56
Ashby,185208,9,14,0.64,164,282,0.58,33,77,0.43,13,38,0.34,33,66,0.50
Ricketts,184164,0,1,0.00,140,222,0.63,2,6,0.33,1,10,0.10,5,14,0.36
Bradford,184406,23,42,0.55,41,74,0.55,43,107,0.40,74,212,0.35,58,115,0.50
Walker,187287,86,132,0.65,17,30,0.57,67,158,0.42,79,184,0.43,347,653,0.53
Stanton,191541,10,13,0.77,1,11,0.09,14,25,0.56,22,58,0.38,12,18,0.67
Humphrey,189991,0,0,0.00,14,39,0.36,15,28,0.54,26,51,0.51,5,13,0.38
Hunter,189855,1,1,1.00,81,138,0.59,0,2,0.00,1,1,1.00,2,4,0.50
Donovan,189390,20,27,0.74,18,37,0.49,35,60,0.58,34,100,0.34,42,85,0.49
Shelton,183309,5,5,1.00,6,9,0.67,5,12,0.42,5,17,0.29,2,5,0.40
Glynn,199976,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Byrd,192548,34,50,0.68,38,78,0.49,49,121,0.40,57,187,0.30,121,231,0.52
Duckworth,200391,3,4,0.75,91,184,0.49,21,48,0.44,15,42,0.36,8,15,0.53
Hodges,188569,1,3,0.33,202,348,0.58,11,21,0.52,2,3,0.67,8,14,0.57
Burns,201629,33,42,0.79,26,45,0.58,45,108,0.42,81,239,0.34,19,46,0.41
Savage,195639,51,75,0.68,12,23,0.52,59,139,0.42,41,187,0.22,162,326,0.50
Graff,197821,1,1,1.00,64,119,0.54,3,9,0.33,2,10,0.20,1,5,0.20
Curran,191346,2,3,0.67,2,4,0.50,11,18,0.61,4,29,0.14,5,17,0.29
Picco,188539,1,1,1.00,31,78,0.40,3,12,0.25,2,4,0.50,3,10,0.30
Zimmermann,214978,5,8,0.62,3,13,0.23,6,22,0.27,10,31,0.32,8,14,0.57
Knox,204056,5,7,0.71,16,32,0.50,8,17,0.47,20,71,0.28,10,14,0.71
Forrester,197510,2,4,0.50,0,0,0.00,3,8,0.38,0,2,0.00,1,4,0.25
McCray,196789,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Farrow,190635,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Schilling,194908,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Parnell,196229,2,3,0.67,11,31,0.35,12,31,0.39,20,53,0.38,9,15,0.60
Leigh,201142,9,11,0.82,83,154,0.54,24,59,0.41,45,138,0.33,41,82,0.50
Odom,189998,1,1,1.00,188,299,0.63,4,8,0.50,1,2,0.50,6,9,0.67
Morgan,186041,16,19,0.84,213,350,0.61,52,96,0.54,31,109,0.28,30,82,0.37
Coyle,189663,57,79,0.72,30,56,0.54,102,226,0.45,21,76,0.28,147,309,0.48
Jennings,194036,0,0,0.00,46,83,0.55,4,7,0.57,0,4,0.00,1,5,0.20
Henry,187873,20,27,0.74,8,12,0.67,14,25,0.56,29,85,0.34,11,20,0.55
Whitaker,199774,2,2,1.00,22,39,0.56,3,9,0.33,7,28,0.25,2,3,0.67
Black,198211,31,41,0.76,34,47,0.72,23,61,0.38,64,190,0.34,25,56,0.45
Fitch,189956,1,1,1.00,4,6,0.67,1,3,0.33,6,11,0.55,0,1,0.00
Willis,204698,3,4,0.75,1,4,0.25,7,19,0.37,8,33,0.24,6,15,0.40
Pollard,205454,22,33,0.67,79,127,0.62,61,142,0.43,64,180,0.36,90,193,0.47
Boyd,191459,9,11,0.82,203,360,0.56,8,19,0.42,1,2,0.50,45,85,0.53
Marsh,205366,1,1,1.00,217,349,0.62,26,63,0.41,16,41,0.39,2,11,0.18
Upchurch,203318,36,58,0.62,17,42,0.40,59,149,0.40,51,131,0.39,163,361,0.45
Snow,188959,28,38,0.74,23,47,0.49,47,117,0.40,68,189,0.36,57,110,0.52
Brown,196705,0,1,0.00,1,1,1.00,0,2,0.00,3,7,0.43,1,2,0.50
Coats,193744,0,1,0.00,73,126,0.58,1,3,0.33,0,0,0.00,1,5,0.20
Hunter,188848,0,1,0.00,12,18,0.67,6,10,0.60,14,32,0.44,3,4,0.75
Gold,188555,19,26,0.73,10,16,0.62,11,36,0.31,9,51,0.18,10,24,0.42
Gonzales,198133,0,0,0.00,7,13,0.54,2,3,0.67,0,0,0.00,0,0,0.00
Berry,198779,0,0,0.00,1,2,0.50,1,2,0.50,2,7,0.29,0,1,0.00
Steele,198240,10,13,0.77,40,80,0.50,21,54,0.39,31,96,0.32,37,90,0.41
Ross,190345,2,5,0.40,146,247,0.59,62,138,0.45,54,147,0.37,22,63,0.35
Swain,195757,0,0,0.00,231,395,0.58,3,14,0.21,1,3,0.33,3,13,0.23
Campbell,191233,17,18,0.94,18,33,0.55,31,77,0.40,42,131,0.32,3,17,0.18
Ayala,196666,64,91,0.70,14,27,0.52,62,142,0.44,43,125,0.34,191,406,0.47
McCullough,199644,0,0,0.00,12,22,0.55,0,0,0.00,0,0,0.00,2,5,0.40
Pepper,199483,20,30,0.67,11,22,0.50,14,34,0.41,27,80,0.34,24,56,0.43
Cozzolino,191123,0,1,0.00,18,32,0.56,16,27,0.59,10,36,0.28,4,12,0.33
Coelho,211914,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Dunn,205591,8,11,0.73,1,5,0.20,11,34,0.32,15,44,0.34,19,39,0.49
Hyde,204223,5,5,1.00,0,5,0.00,3,8,0.38,2,11,0.18,6,8,0.75
O`Neil,195555,0,0,0.00,12,21,0.57,3,5,0.60,7,24,0.29,4,5,0.80
Leong,186457,2,2,1.00,59,102,0.58,49,102,0.48,57,156,0.37,10,28,0.36
Olivares,184553,10,18,0.56,81,147,0.55,17,41,0.41,13,36,0.36,40,94,0.43
Glazer,186384,2,3,0.67,143,232,0.62,2,10,0.20,0,0,0.00,4,14,0.29
Putman,192461,49,71,0.69,8,19,0.42,45,101,0.45,65,169,0.38,171,322,0.53
Lind,188375,32,43,0.74,29,49,0.59,53,127,0.42,67,214,0.31,80,168,0.48
Warren,193164,0,2,0.00,77,159,0.48,11,20,0.55,7,26,0.27,7,15,0.47
Jolly,189040,4,7,0.57,58,110,0.53,36,69,0.52,24,89,0.27,13,20,0.65
Diggs,198279,0,0,0.00,0,0,0.00,0,0,0.00,4,7,0.57,0,0,0.00
Nelson,197914,0,0,0.00,0,0,0.00,1,1,1.00,0,0,0.00,0,1,0.00
Fuller,194176,6,6,1.00,5,8,0.62,7,17,0.41,7,21,0.33,9,21,0.43
Saunders,204246,3,4,0.75,1,2,0.50,6,15,0.40,5,21,0.24,1,3,0.33
Pullen,201767,9,15,0.60,11,25,0.44,12,30,0.40,43,117,0.37,13,35,0.37
Holcomb,194080,6,11,0.55,43,97,0.44,59,117,0.50,107,312,0.34,17,42,0.40
Caldwell,195680,7,12,0.58,174,298,0.58,5,25,0.20,0,2,0.00,44,84,0.52
Pollock,189142,13,20,0.65,96,191,0.50,3,5,0.60,0,0,0.00,66,123,0.54
Messina,196296,20,22,0.91,26,52,0.50,37,92,0.40,79,229,0.34,36,96,0.38
Wheeler,203202,25,39,0.64,9,18,0.50,29,68,0.43,29,98,0.30,45,119,0.38
Bolton,191336,0,1,0.00,6,11,0.55,1,6,0.17,0,2,0.00,1,2,0.50
Dodd,191067,7,9,0.78,21,39,0.54,14,29,0.48,32,92,0.35,8,11,0.73
Upchurch,187632,3,3,1.00,6,9,0.67,6,14,0.43,1,8,0.12,2,4,0.50
Stanfield,198262,16,17,0.94,9,19,0.47,12,30,0.40,18,62,0.29,6,17,0.35
Byrd,195300,1,1,1.00,0,1,0.00,1,3,0.33,0,3,0.00,4,6,0.67
Hinson,190261,1,1,1.00,0,0,0.00,1,1,1.00,0,0,0.00,0,3,0.00
Novak,216402,6,10,0.60,4,8,0.50,3,10,0.30,6,22,0.27,4,11,0.36
Hobbs,203756,1,1,1.00,9,13,0.69,0,3,0.00,0,0,0.00,2,4,0.50
Downs,195143,0,0,0.00,0,0,0.00,0,0,0.00,2,4,0.50,0,2,0.00
Burley,188668,19,25,0.76,79,146,0.54,52,92,0.57,103,302,0.34,34,86,0.40
Pittman,197696,0,1,0.00,102,155,0.66,26,72,0.36,20,56,0.36,4,10,0.40
Samuels,202555,0,0,0.00,6,10,0.60,0,0,0.00,0,0,0.00,0,0,0.00
Urban,199387,14,18,0.78,16,38,0.42,18,43,0.42,34,108,0.31,16,25,0.64
Delaney,195674,32,43,0.74,20,30,0.67,33,82,0.40,67,173,0.39,40,90,0.44
Richards,186541,13,17,0.76,85,158,0.54,26,53,0.49,15,46,0.33,41,90,0.46
Zimmermann,214262,0,0,0.00,1,3,0.33,0,0,0.00,0,2,0.00,0,0,0.00
Wynn,183646,50,72,0.69,16,28,0.57,45,85,0.53,48,149,0.32,128,240,0.53
Reid,205105,0,0,0.00,6,11,0.55,5,7,0.71,2,7,0.29,0,0,0.00
Ziegler,186021,0,2,0.00,262,439,0.60,5,16,0.31,0,0,0.00,5,11,0.45
Barnes,200491,3,4,0.75,3,5,0.60,9,17,0.53,5,9,0.56,2,2,1.00
Guenther,203020,3,3,1.00,2,4,0.50,3,7,0.43,4,14,0.29,0,0,0.00
Key,188761,0,0,0.00,0,2,0.00,0,1,0.00,0,0,0.00,0,0,0.00
Bennett,191119,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00,0,0,0.00
Bertrand,209486,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Atkins,188825,12,25,0.48,53,113,0.47,35,82,0.43,63,175,0.36,41,93,0.44
Romero,193691,0,1,0.00,89,164,0.54,4,10,0.40,2,3,0.67,4,9,0.44
Shaw,190819,3,3,1.00,214,383,0.56,8,35,0.23,9,34,0.26,10,20,0.50
Mahon,203079,13,16,0.81,21,55,0.38,32,90,0.36,86,287,0.30,12,30,0.40
Lively,196243,64,100,0.64,19,29,0.66,55,159,0.35,58,166,0.35,278,543,0.51
Odom,195664,1,1,1.00,29,70,0.41,2,11,0.18,0,1,0.00,5,12,0.42
Vern,193998,11,23,0.48,15,24,0.62,8,30,0.27,10,36,0.28,32,80,0.40
Bell,199899,6,7,0.86,12,28,0.43,7,30,0.23,13,43,0.30,29,65,0.45
Holton,199000,1,1,1.00,0,1,0.00,1,4,0.25,0,3,0.00,0,3,0.00
Farmer,193406,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Black,187231,13,16,0.81,25,53,0.47,12,46,0.26,29,79,0.37,27,66,0.41
Hoyle,194972,5,6,0.83,207,373,0.55,15,36,0.42,22,50,0.44,20,43,0.47
Rincon,195166,1,2,0.50,183,321,0.57,1,3,0.33,1,4,0.25,7,22,0.32
McLean,184518,61,79,0.77,19,37,0.51,30,69,0.43,62,193,0.32,58,122,0.48
Keefe,191300,70,88,0.80,4,8,0.50,53,146,0.36,30,91,0.33,221,482,0.46
McNeil,190776,34,44,0.77,3,7,0.43,19,41,0.46,24,53,0.45,75,144,0.52
Bills,186944,1,1,1.00,154,249,0.62,7,20,0.35,6,12,0.50,3,6,0.50
Ruffin,199947,0,0,0.00,24,41,0.59,5,9,0.56,1,2,0.50,1,4,0.25
Caruso,195269,8,12,0.67,12,31,0.39,17,39,0.44,44,98,0.45,13,30,0.43
Jones,203505,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00,0,0,0.00
Palmer,202236,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Everett,197763,1,1,1.00,1,1,1.00,2,3,0.67,2,2,1.00,1,3,0.33
Noyes,200733,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Bullock,191816,8,9,0.89,57,108,0.53,67,126,0.53,90,253,0.36,11,16,0.69
Burkhart,202624,7,13,0.54,48,110,0.44,6,18,0.33,3,9,0.33,32,79,0.41
Thrasher,200653,1,2,0.50,71,115,0.62,13,26,0.50,4,13,0.31,7,15,0.47
Roth,194512,19,29,0.66,51,105,0.49,56,117,0.48,107,275,0.39,21,47,0.45
McCray,189096,64,99,0.65,20,36,0.56,96,212,0.45,65,200,0.33,282,587,0.48
Najera,190607,4,4,1.00,7,15,0.47,5,14,0.36,7,20,0.35,14,29,0.48
Joyner,204611,0,0,0.00,15,30,0.50,1,2,0.50,1,2,0.50,0,4,0.00
Beck,202311,0,0,0.00,17,27,0.63,0,0,0.00,0,1,0.00,0,0,0.00
Brooks,201264,13,15,0.87,9,15,0.60,6,19,0.32,13,36,0.36,9,14,0.64
Wilson,195492,39,59,0.66,22,32,0.69,21,80,0.26,17,58,0.29,142,248,0.57
Crawford,193037,0,0,0.00,0,1,0.00,0,1,0.00,1,2,0.50,0,0,0.00
Johns,207722,12,16,0.75,61,122,0.50,28,85,0.33,40,146,0.27,25,48,0.52
Goodwin,203648,3,6,0.50,87,175,0.50,53,110,0.48,25,87,0.29,23,52,0.44
Cavalli,205685,0,0,0.00,137,267,0.51,25,47,0.53,3,15,0.20,5,14,0.36
Drummond,196256,35,51,0.69,16,38,0.42,46,109,0.42,51,160,0.32,68,160,0.42
Westbrook,197911,22,26,0.85,14,26,0.54,18,56,0.32,30,108,0.28,41,97,0.42
Chavis,190286,3,3,1.00,65,120,0.54,3,4,0.75,0,2,0.00,14,29,0.48
McFadden,188175,6,7,0.86,13,27,0.48,16,36,0.44,25,69,0.36,20,33,0.61
McCann,211690,0,0,0.00,65,142,0.46,16,35,0.46,4,16,0.25,3,16,0.19
Pitts,197939,10,12,0.83,9,20,0.45,6,25,0.24,51,152,0.34,7,14,0.50
Godfrey,196304,18,30,0.60,1,5,0.20,24,53,0.45,23,75,0.31,49,88,0.56
Brown,188519,0,0,0.00,1,2,0.50,0,0,0.00,0,0,0.00,0,1,0.00
Coles,204819,0,0,0.00,1,1,1.00,0,2,0.00,3,3,1.00,1,1,1.00
MacLean,194817,2,3,0.67,1,4,0.25,2,3,0.67,0,7,0.00,1,4,0.25
Villa,193944,2,2,1.00,3,4,0.75,3,6,0.50,0,1,0.00,4,6,0.67
MacLean,198188,0,2,0.00,33,57,0.58,26,62,0.42,35,112,0.31,13,26,0.50
Butler,199390,1,4,0.25,159,296,0.54,11,19,0.58,6,9,0.67,11,28,0.39
McNeil,189678,0,0,0.00,314,513,0.61,4,10,0.40,0,1,0.00,4,12,0.33
Rouse,193843,7,14,0.50,21,53,0.40,61,124,0.49,121,334,0.36,11,31,0.35
Rowland,186253,26,32,0.81,3,13,0.23,24,62,0.39,31,98,0.32,68,163,0.42
Gil,191680,2,2,1.00,3,6,0.50,7,16,0.44,6,16,0.38,5,24,0.21
Kilpatrick,190456,0,0,0.00,18,35,0.51,0,3,0.00,0,0,0.00,1,1,1.00
Mcwhorter,203073,6,7,0.86,2,2,1.00,7,17,0.41,6,18,0.33,10,19,0.53
Rendon,202814,0,0,0.00,12,17,0.71,7,12,0.58,15,37,0.41,1,4,0.25
Schneider,194993,1,1,1.00,7,19,0.37,14,39,0.36,14,44,0.32,3,9,0.33
Boone,197320,7,8,0.88,25,50,0.50,25,64,0.39,32,91,0.35,6,18,0.33
Latham,196331,0,1,0.00,15,27,0.56,8,16,0.50,4,10,0.40,1,4,0.25
Stewart,192480,0,2,0.00,95,158,0.60,21,44,0.48,7,21,0.33,5,14,0.36
Mayberry,190900,5,6,0.83,8,18,0.44,15,32,0.47,40,102,0.39,7,20,0.35
Iverson,192885,57,83,0.69,8,18,0.44,75,186,0.40,5,18,0.28,210,413,0.51
Glazer,205655,3,3,1.00,48,94,0.51,15,28,0.54,5,14,0.36,8,17,0.47
Gamberini,200826,0,1,0.00,1,3,0.33,2,4,0.50,1,3,0.33,2,3,0.67
Greco,199504,11,15,0.73,27,42,0.64,27,58,0.47,62,158,0.39,6,20,0.30
Lynn,198051,0,0,0.00,6,15,0.40,8,22,0.36,11,43,0.26,0,0,0.00
Wilson,192712,9,9,1.00,360,610,0.59,16,29,0.55,27,66,0.41,21,48,0.44
Cady,202558,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Meyer,198475,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Kent,204312,9,9,1.00,14,28,0.50,4,28,0.14,27,78,0.35,1,12,0.08
Trotter,189561,3,4,0.75,120,191,0.63,32,61,0.52,49,126,0.39,16,40,0.40
Daniels,199775,2,2,1.00,111,198,0.56,22,50,0.44,8,27,0.30,2,8,0.25
Wing,194283,0,0,0.00,120,196,0.61,17,41,0.41,3,12,0.25,5,7,0.71
Bowers,192193,46,52,0.88,32,62,0.52,49,98,0.50,75,202,0.37,33,77,0.43
Vargas,195900,59,78,0.76,21,37,0.57,66,152,0.43,125,335,0.37,136,302,0.45
Condon,191795,5,9,0.56,81,165,0.49,38,73,0.52,29,88,0.33,18,39,0.46
Post,187344,22,30,0.73,17,32,0.53,19,45,0.42,42,102,0.41,40,109,0.37
Sowers,200080,9,15,0.60,23,65,0.35,23,59,0.39,42,152,0.28,13,27,0.48
Sutton,197136,3,4,0.75,3,9,0.33,8,15,0.53,7,25,0.28,8,22,0.36
Carollo,187759,7,8,0.88,42,83,0.51,40,93,0.43,76,204,0.37,14,27,0.52
Coats,183888,12,19,0.63,157,282,0.56,9,33,0.27,18,47,0.38,58,107,0.54
Watts,203802,3,3,1.00,226,361,0.63,1,5,0.20,0,0,0.00,3,5,0.60
Peters,194961,24,25,0.96,38,66,0.58,30,90,0.33,103,268,0.38,10,27,0.37
Fair,184395,82,113,0.73,13,20,0.65,63,173,0.36,35,105,0.33,323,648,0.50
Bohannon,197558,0,0,0.00,0,0,0.00,4,8,0.50,4,10,0.40,0,2,0.00
Asher,197117,18,33,0.55,4,6,0.67,26,75,0.35,19,47,0.40,83,202,0.41
Moss,191505,1,2,0.50,132,240,0.55,5,12,0.42,0,0,0.00,4,9,0.44
Dailey,203888,8,9,0.89,4,6,0.67,8,16,0.50,9,37,0.24,4,11,0.36
Stevenson,201112,0,0,0.00,4,10,0.40,0,0,0.00,0,0,0.00,0,1,0.00
Traverso,194623,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Addison,201894,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Fogle,189819,9,14,0.64,126,228,0.55,52,91,0.57,62,142,0.44,38,62,0.61
Weatherspoon,192876,5,7,0.71,94,188,0.50,16,41,0.39,2,20,0.10,14,26,0.54
Bryson,187623,4,9,0.44,215,380,0.57,5,9,0.56,1,1,1.00,31,67,0.46
Houck,192390,33,50,0.66,45,83,0.54,57,138,0.41,62,175,0.35,95,197,0.48
Hawley,189080,28,40,0.70,18,31,0.58,30,82,0.37,69,211,0.33,76,156,0.49
Wilson,193607,1,2,0.50,3,4,0.75,6,11,0.55,7,18,0.39,3,5,0.60
Mitchell,185062,7,9,0.78,7,12,0.58,5,21,0.24,13,38,0.34,8,19,0.42
Hutchins,183390,0,0,0.00,16,27,0.59,10,21,0.48,19,53,0.36,2,11,0.18
Morrow,197296,0,0,0.00,0,0,0.00,1,1,1.00,1,2,0.50,0,0,0.00
King,203333,11,17,0.65,5,11,0.45,13,31,0.42,8,43,0.19,16,33,0.48
Ford,204440,0,0,0.00,4,9,0.44,2,4,0.50,1,2,0.50,1,2,0.50
Siegl,202342,2,3,0.67,0,1,0.00,4,5,0.80,1,7,0.14,4,7,0.57
Berishvili,207298,15,22,0.68,59,110,0.54,74,163,0.45,90,278,0.32,63,142,0.44
Levy,215578,1,3,0.33,61,148,0.41,7,26,0.27,3,16,0.19,10,17,0.59
Myers,199950,0,1,0.00,70,118,0.59,21,54,0.39,2,9,0.22,6,17,0.35
Fleming,199236,28,32,0.88,31,51,0.61,71,193,0.37,5,13,0.38,47,114,0.41
Hunter,185497,41,54,0.76,20,31,0.65,73,163,0.45,6,19,0.32,87,191,0.46
Welch,193279,10,13,0.77,7,28,0.25,22,53,0.42,20,61,0.33,17,34,0.50
Neff,188611,3,3,1.00,57,114,0.50,10,33,0.30,8,28,0.29,7,22,0.32
Shepherd,205604,9,12,0.75,6,16,0.38,16,31,0.52,18,45,0.40,15,33,0.45
